StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q31,Q21,Q22,Q22_8_TEXT,Q23,Q26,Q14,Q7,Q7_9_TEXT,Q27_1,Q27_2,Q27_3,Q19_1_x,Q19_1_y
2023-05-08 18:13:08,2023-05-08 18:14:03,IP Address,100,55,True,2023-05-08 18:14:04,R_2BnicqoQG5qHhyZ,anonymous,EN,P0016,,Off campus,Home,,,,"Sleeping ",None,,4,4,4,453,655
2023-05-08 18:14:14,2023-05-08 18:14:51,IP Address,100,36,True,2023-05-08 18:14:55,R_TqkA3KM3SJoZ2z7,anonymous,EN,P0016,,Off campus,Home,,,,Sleep,None,,4,4,4,466,675
2023-05-08 18:14:58,2023-05-08 18:15:25,IP Address,100,27,True,2023-05-08 18:15:33,R_O2Wz35qWEacllm1,anonymous,EN,P0016,,Off campus,Home,,,,Sleep,None,,4,4,4,469,657
2023-05-08 18:37:47,2023-05-08 18:38:48,IP Address,100,61,True,2023-05-08 18:38:49,R_zSBsPbCjyKu68XD,anonymous,EN,P0011,,Off campus,Home,,,,"Cooking and eating ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,5.9,4.5,5.9,673,322
2023-05-08 20:00:35,2023-05-08 20:01:10,IP Address,100,35,True,2023-05-08 20:01:11,R_3nr74LRiMuw6AIx,anonymous,EN,P0003,,Off campus,Home,,,,"Relaxing ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,648,481
2023-05-08 20:04:50,2023-05-08 20:07:04,IP Address,100,134,True,2023-05-08 20:07:05,R_2dSmKQRt4CRgKSK,anonymous,EN,P0016,,Off campus,Home,,,,Preparing and having my first meal of the day,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,4,4.5,3.6,579,592
2023-05-08 21:11:40,2023-05-08 21:13:06,IP Address,100,86,True,2023-05-08 21:13:06,R_3p4MNHoBG33DUKf,anonymous,EN,P0018,,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6.3,3.8,6.4,406,660
2023-05-08 21:33:39,2023-05-08 21:35:19,IP Address,100,99,True,2023-05-08 21:35:19,R_UhwDjiQ2BWJAOoV,anonymous,EN,P0011,,Off campus,Home,,,,Texting friends,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,4,4.1,4.9,279,651
2023-05-09 10:01:06,2023-05-09 10:02:08,IP Address,100,62,True,2023-05-09 10:02:09,R_0v2c43Ta5Qi0TrX,anonymous,EN,P0003,,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,"Driving, talking","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,3.5,515,420
2023-05-09 10:11:08,2023-05-09 10:13:12,IP Address,100,123,True,2023-05-09 10:13:13,R_Bzj8JC41Q3QFvot,anonymous,EN,P0018,,Off campus,Home,,,,Streaming services on laptop,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6.6,4.3,5.8,567,556
2023-05-09 10:22:11,2023-05-09 10:23:50,IP Address,100,98,True,2023-05-09 10:23:51,R_tG1nCxP9Um8v40F,anonymous,EN,P0019,,Off campus,Home,,,,Laying down in my bed,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.6,4.9,5.7,443,664
2023-05-09 10:31:55,2023-05-09 10:33:40,IP Address,100,105,True,2023-05-09 10:33:41,R_2CePRcuVrzGZW0T,anonymous,EN,P0016,,Off campus,Home,,,,I just woke up,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas",,4,4,4,532,648
2023-05-08 16:00:23,2023-05-09 12:02:22,IP Address,100,72119,True,2023-05-09 12:02:23,R_2dnL3pURJuNzBLV,anonymous,EN,P0012,,Off campus,Home,,,,"Woke up, and watched tiktok","Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,4,4,4,662,440
2023-05-09 12:07:13,2023-05-09 12:07:43,IP Address,100,30,True,2023-05-09 12:07:48,R_3eIXxkhcxsw863L,anonymous,EN,P0003,,On campus,,,MDC USF Health-Morsani College of Medicine Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,619,485
2023-05-09 12:13:13,2023-05-09 12:14:54,IP Address,100,101,True,2023-05-09 12:14:55,R_3lvaD2Xq1JxFtQd,anonymous,EN,P0019,,Off campus,Home,,,,"Breakfast, TV, Emails",Canvas,,5.5,5.5,5.7,520,228
2023-05-09 12:20:38,2023-05-09 12:23:13,IP Address,100,155,True,2023-05-09 12:23:14,R_1QLYPnuACu1jWZI,anonymous,EN,P0011,,Off campus,Home,,,,"Talking to friends ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.9,3.7,4.3,569,588
2023-05-09 13:28:11,2023-05-09 13:29:39,IP Address,100,88,True,2023-05-09 13:29:40,R_1QgQ3XKTZOIKda5,anonymous,EN,P0016,,Off campus,Home,,,,"Cooking ",None,,3.6,3.5,4,665,349
2023-05-09 14:00:25,2023-05-09 14:01:00,IP Address,100,34,True,2023-05-09 14:01:02,R_3nGIqDc7dQumnDe,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,625,491
2023-05-09 14:00:42,2023-05-09 14:03:38,IP Address,100,175,True,2023-05-09 14:03:39,R_2c1qesFQtWPwt2I,anonymous,EN,P0016,,Off campus,Home,,,,"Emails, paperworks","E-mail,Other (Provide the name of the platform)","Aramark, Docusign",2.5,3,2.5,212,135
2023-05-09 14:01:24,2023-05-09 14:04:11,IP Address,100,166,True,2023-05-09 14:04:11,R_2dorhBGRHwnhji0,anonymous,EN,P0014,,Off campus,Home,,,,"Grocery shopping, making breakfast","Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,518,633
2023-05-09 14:21:49,2023-05-09 14:22:44,IP Address,100,55,True,2023-05-09 14:22:44,R_8jrBynuwMmY6Pg5,anonymous,EN,P0011,,Off campus,Home,,,,Talking to family,"Discord / Slack / WhatsApp,Phone Call / FaceTime / Google Duo",,6.5,6.3,6.5,681,465
2023-05-09 14:03:08,2023-05-09 14:25:58,IP Address,100,1369,True,2023-05-09 14:25:58,R_2YVMJh3v7PWbqbX,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Hanging out with friends,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage",,5.5,5.3,5.1,500,263
2023-05-09 14:58:00,2023-05-09 14:58:49,IP Address,100,48,True,2023-05-09 14:58:50,R_2zp7T6htuDQELeB,anonymous,EN,P0018,,Off campus,Home,,,,Resting,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage",,6,5,6,569,154
2023-05-09 15:00:10,2023-05-09 15:01:05,IP Address,100,55,True,2023-05-09 15:01:06,R_1CvEvONqMwa0v32,anonymous,EN,P0018,,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,5.6,5,6,392,133
2023-05-09 16:01:18,2023-05-09 16:01:52,IP Address,100,33,True,2023-05-09 16:01:53,R_20NkoQTkhe1ZwIh,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,625,491
2023-05-09 16:02:36,2023-05-09 16:04:11,IP Address,100,95,True,2023-05-09 16:04:12,R_PS2Ps7Jx8AqCRpL,anonymous,EN,P0016,,Off campus,Home,,,,Talking to mom and friends over call and text,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.5,4,4.2,568,605
2023-05-09 16:04:38,2023-05-09 16:05:45,IP Address,100,67,True,2023-05-09 16:05:45,R_1eE6JkktmDvHNtk,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Watching TV,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail",,5.2,6.1,6.2,585,380
2023-05-09 16:11:12,2023-05-09 16:12:21,IP Address,100,69,True,2023-05-09 16:12:22,R_3gMYb5gRfP5UJs5,anonymous,EN,P0011,,Off campus,Home,,,,Watching Netflix,Discord / Slack / WhatsApp,,3.4,3.5,3.5,218,641
2023-05-09 16:30:06,2023-05-09 16:30:50,IP Address,100,43,True,2023-05-09 16:30:50,R_1jqb12OOAeZLZVj,anonymous,EN,P0018,,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Other (Provide the name of the platform)","Google Chrome ",6,5.1,6.2,371,179
2023-05-09 17:28:26,2023-05-09 17:29:27,IP Address,100,61,True,2023-05-09 17:29:28,R_DvlibBdlXTeGGNb,anonymous,EN,P0012,,Off campus,Home,,,,With a Friend,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,702,458
2023-05-09 17:29:32,2023-05-09 17:30:35,IP Address,100,63,True,2023-05-09 17:30:36,R_2X4ltULbnzhULzw,anonymous,EN,P0012,,Off campus,Other (please describe in 5 words or less),Pool,,,With a Friend at pool,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,6,4,5,662,288
2023-05-09 18:09:37,2023-05-09 18:11:18,IP Address,100,101,True,2023-05-09 18:11:19,R_2S2i8fs6bKKkpdv,anonymous,EN,P0011,,Off campus,Home,,,,Watching movie,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,3,3,3,344,702
2023-05-09 18:10:40,2023-05-09 18:11:31,IP Address,100,51,True,2023-05-09 18:11:32,R_2UcsiVv9QsyCDSw,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Watching a tv show,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.9,5.8,4.8,567,380
2023-05-09 18:13:06,2023-05-09 18:14:32,IP Address,100,85,True,2023-05-09 18:14:33,R_3fW9VTkWx4sKTO2,anonymous,EN,P0016,,Off campus,Home,,,,Tax paperwork,"E-mail,Other (Provide the name of the platform)",Google,3.1,4,3,388,664
2023-05-09 18:17:24,2023-05-09 18:18:35,IP Address,100,70,True,2023-05-09 18:18:35,R_3qOM4hIUYGKK5J1,anonymous,EN,P0012,,Off campus,Home,,,,"pool with a friend ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,678,414
2023-05-09 18:22:51,2023-05-09 18:25:23,IP Address,100,152,True,2023-05-09 18:25:24,R_1kTAF7Ym85el8Am,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3,4,3.5,273,243
2023-05-09 18:52:12,2023-05-09 18:56:29,IP Address,100,256,True,2023-05-09 18:56:30,R_ctHFePbCmVnpzc5,anonymous,EN,P0014,,Off campus,Home,,,,"Watched tv, nap",None,,2.9,3.2,3.2,255,644
2023-05-09 19:29:00,2023-05-09 19:29:52,IP Address,100,52,True,2023-05-09 19:29:53,R_2VD9Ggixh8j7dcl,anonymous,EN,P0018,,Off campus,Home,,,,"Spending time outside with significant other ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage",,6.2,5.3,6.4,621,385
2023-05-09 20:00:32,2023-05-09 20:01:17,IP Address,100,44,True,2023-05-09 20:01:18,R_1mgW5gyMtjX2iva,anonymous,EN,P0019,,Off campus,Home,,,,Studying,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6.4,6.6,6.7,527,615
2023-05-09 20:02:29,2023-05-09 20:03:14,IP Address,100,45,True,2023-05-09 20:03:15,R_41QOOFbD94VQ4tX,anonymous,EN,P0014,,Off campus,Home,,,,Watching tv,Text Messaging / iMessage,,4.1,3.7,4.6,680,451
2023-05-09 20:01:47,2023-05-09 20:04:16,IP Address,100,149,True,2023-05-09 20:04:16,R_1rrjWMKDCWSkfNd,anonymous,EN,P0003,,Off campus,Grocery shopping,,,,Relaxing,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4.1,4,579,456
2023-05-09 20:16:55,2023-05-09 20:18:25,IP Address,100,89,True,2023-05-09 20:18:26,R_OOpzTxZIKk4jR8l,anonymous,EN,P0012,,Off campus,Home,,,,Watching TV,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3,3,4,379,675
2023-05-09 20:17:49,2023-05-09 20:19:28,IP Address,100,99,True,2023-05-09 20:19:29,R_2YKaoO6vwmgBbAa,anonymous,EN,P0016,,Off campus,Home,,,,"Cooking, eating, talking over phone","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,4.5,4.2,4.3,667,385
2023-05-09 20:40:38,2023-05-09 20:42:23,IP Address,100,105,True,2023-05-09 20:42:24,R_3DuxBmEcVqJzznz,anonymous,EN,P0011,,Off campus,Home,,,,Watching movie,,,3,3,3,240,656
2023-05-09 21:24:54,2023-05-09 21:26:20,IP Address,100,85,True,2023-05-09 21:26:20,R_3KBiFHrEbzKvqpX,anonymous,EN,P0018,,Off campus,Home,,,,Relaxing at home on balcony,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp",,5.3,5.1,5.6,104,306
2023-05-09 22:14:33,2023-05-09 22:15:55,IP Address,100,82,True,2023-05-09 22:15:56,R_1lmEbPYPFm9XQRf,anonymous,EN,P0011,,Off campus,Home,,,,Watching movie,,,3,3,3,194,641
2023-05-10 10:02:01,2023-05-10 10:02:51,IP Address,100,49,True,2023-05-10 10:02:52,R_20YEvEbiwA46HNO,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, driving, writing ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,3,3.5,440,418
2023-05-10 10:09:30,2023-05-10 10:11:12,IP Address,100,101,True,2023-05-10 10:11:12,R_qUhdZcYtLZugwRH,anonymous,EN,P0014,,Off campus,Grocery shopping,,,,"Grocery shopping, baking","Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.3,5.5,6.2,675,327
2023-05-10 10:12:51,2023-05-10 10:39:49,IP Address,100,1617,True,2023-05-10 10:39:49,R_2zShoIJdMfqAfpZ,anonymous,EN,P0018,,Off campus,Home,,,,Making breakfast,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6.7,5.3,6.6,600,162
2023-05-10 11:26:12,2023-05-10 11:26:52,IP Address,100,39,True,2023-05-10 11:26:53,R_WkbI68BlN53wEr7,anonymous,EN,P0019,,Off campus,Home,,,,Just woke up,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.1,5.9,6.1,536,617
2023-05-10 12:00:55,2023-05-10 12:01:40,IP Address,100,45,True,2023-05-10 12:01:42,R_1GOoG3fda2c62Vl,anonymous,EN,P0019,,Off campus,Home,,,,"Studying ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas",,5.4,5.1,5.5,633,544
2023-05-10 12:06:55,2023-05-10 12:07:54,IP Address,100,59,True,2023-05-10 12:07:54,R_WBEhGERyo30jOMh,anonymous,EN,P0014,,Off campus,Home,,,,"Baking, watching tv","Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4.7,4.2,131,265
2023-05-10 12:20:11,2023-05-10 12:20:49,IP Address,100,38,True,2023-05-10 12:20:50,R_QgkO3TPLABCO8vL,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Writing ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3,4,3,171,200
2023-05-10 12:24:00,2023-05-10 12:24:37,IP Address,100,36,True,2023-05-10 12:24:37,R_28OMKS0kFwcCBZq,anonymous,EN,P0016,,Off campus,Home,,,,"Sleep ",,,4,4,4,473,659
2023-05-10 12:24:45,2023-05-10 12:25:35,IP Address,100,50,True,2023-05-10 12:25:36,R_2434W5jAguRgKN1,anonymous,EN,P0016,,Off campus,Home,,,,Wokeup,Text Messaging / iMessage,,4,2,4,455,668
2023-05-10 12:33:49,2023-05-10 12:35:28,IP Address,100,98,True,2023-05-10 12:35:29,R_RQXbcI7NAJR2M2B,anonymous,EN,P0018,,Off campus,Home,,,,Exercising at the gym,"Discord / Slack / WhatsApp,Other (Provide the name of the platform)",Google Chrome,6.2,5.3,6.1,592,568
2023-05-10 14:00:59,2023-05-10 14:02:01,IP Address,100,61,True,2023-05-10 14:02:01,R_3EVWl3jpwrEvu56,anonymous,EN,P0003,,On campus,,,SVC Student Services Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.8,3.8,4,625,506
2023-05-10 14:17:01,2023-05-10 14:17:56,IP Address,100,55,True,2023-05-10 14:17:57,R_3rPufgEgTlTYKho,anonymous,EN,P0011,,Off campus,Home,,,,Cooked,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.6,3.3,3.3,538,610
2023-05-10 14:32:08,2023-05-10 14:33:13,IP Address,100,64,True,2023-05-10 14:33:14,R_3HHLzOeuQp6lzoC,anonymous,EN,P0014,,Off campus,Home,,,,,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.1,4.6,5.3,554,148
2023-05-10 14:41:27,2023-05-10 14:42:22,IP Address,100,54,True,2023-05-10 14:42:22,R_3O7HN6u8KBTjrMJ,anonymous,EN,P0016,,Off campus,Home,,,,"Hangover, sleep ",,,3.1,2.1,3.2,394,675
2023-05-10 15:25:17,2023-05-10 15:35:00,IP Address,100,583,True,2023-05-10 15:35:01,R_1dLhAji5LhRblZq,anonymous,EN,P0018,,Off campus,Home,,,,Watching television,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6,5.3,6,588,185
2023-05-10 16:02:53,2023-05-10 16:03:42,IP Address,100,49,True,2023-05-10 16:03:43,R_1hF0Lq691ngmhWT,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work, writing","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,5,4,6,590,187
2023-05-10 16:12:43,2023-05-10 16:13:48,IP Address,100,64,True,2023-05-10 16:13:49,R_2X7G1ZJfoQWVsvn,anonymous,EN,P0014,,Off campus,Other (please describe in 5 words or less),Car dealership,,,"Eating lunch, car dealership",Text Messaging / iMessage,,5.2,4.8,5.8,554,135
2023-05-10 16:22:22,2023-05-10 16:23:14,IP Address,100,51,True,2023-05-10 16:23:14,R_2yasJJlMXFcyBxM,anonymous,EN,P0011,,Off campus,Home,,,,Played video games,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,5.4,4.8,5.8,668,317
2023-05-10 16:30:39,2023-05-10 16:31:32,IP Address,100,52,True,2023-05-10 16:31:32,R_338tAOLgIkSqJ6R,anonymous,EN,P0016,,Off campus,Home,,,,"Sleep ",,,3.8,2.6,3.1,408,666
2023-05-10 17:54:05,2023-05-10 17:54:51,IP Address,100,45,True,2023-05-10 17:54:51,R_1f1lbqoemwRAddg,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Hanging out with friends,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.6,5.6,5.6,620,597
2023-05-10 17:56:38,2023-05-10 17:57:29,IP Address,100,50,True,2023-05-10 17:57:29,R_86vW9iQJNTsh4CB,anonymous,EN,P0018,,Off campus,Home,,,,Spending time with significant other,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6.3,5.2,6.3,673,377
2023-05-10 18:00:30,2023-05-10 18:01:04,IP Address,100,34,True,2023-05-10 18:01:05,R_ezACmxA8t45PB1T,anonymous,EN,P0019,,Off campus,Home,,,,Homework,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,6.2,6.2,5.9,582,571
2023-05-10 18:00:46,2023-05-10 18:01:27,IP Address,100,41,True,2023-05-10 18:01:28,R_3PucICTwFHqGmYH,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,604,535
2023-05-10 18:00:48,2023-05-10 18:01:47,IP Address,100,58,True,2023-05-10 18:01:47,R_3De8gEBMBGcsRsy,anonymous,EN,P0014,,Off campus,Other (please describe in 5 words or less),Car dealership,,,Walked around dealership,"Canvas,Text Messaging / iMessage",,3.8,3.7,3.8,261,630
2023-05-10 18:33:23,2023-05-10 18:33:52,IP Address,100,29,True,2023-05-10 18:33:53,R_ABAys6IJsaVQoc9,anonymous,EN,P0011,,Off campus,Home,,,,"Watched movie ",Discord / Slack / WhatsApp,,3.4,3.4,3.2,559,646
2023-05-10 18:52:32,2023-05-10 18:53:36,IP Address,100,63,True,2023-05-10 18:53:36,R_2vkUUu1onSzgiZq,anonymous,EN,P0016,,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,4.5,3.5,3.8,660,279
2023-05-10 20:05:12,2023-05-10 20:05:38,IP Address,100,26,True,2023-05-10 20:05:39,R_3qCgPbe1uddxF9V,anonymous,EN,P0003,,Off campus,At a friend's house,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,660,289
2023-05-10 20:05:10,2023-05-10 20:07:29,IP Address,100,139,True,2023-05-10 20:07:30,R_1ON1avo6KNKXv3G,anonymous,EN,P0016,,Off campus,Home,,,,Meal prep,None,,3,3,3,117,457
2023-05-10 20:10:35,2023-05-10 20:11:32,IP Address,100,56,True,2023-05-10 20:11:33,R_2f7eDMFcSKG3dNj,anonymous,EN,P0014,,Off campus,Grocery shopping,,,,"Groceries, dinner",Text Messaging / iMessage,,5.4,4.9,5.4,693,350
2023-05-10 20:24:54,2023-05-10 20:25:31,IP Address,100,36,True,2023-05-10 20:25:31,R_W8mhXVppXySp1IZ,anonymous,EN,P0018,,Off campus,Home,,,,Cooking,"Discord / Slack / WhatsApp,Other (Provide the name of the platform)","Google Chrome ",6,5.1,5.9,613,402
2023-05-10 20:25:36,2023-05-10 20:26:29,IP Address,100,53,True,2023-05-10 20:26:30,R_vSLvHOympqJeSu5,anonymous,EN,P0018,,Off campus,Home,,,,Spending time with significant other,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,6,5.4,6.1,567,558
2023-05-10 20:31:31,2023-05-10 20:32:16,IP Address,100,44,True,2023-05-10 20:32:17,R_1g6ml44cHGBAYaU,anonymous,EN,P0011,,Off campus,Home,,,,Worked out,Other (Provide the name of the platform),YouTube,5,5.1,5,681,344
2023-05-11 10:02:00,2023-05-11 10:05:08,IP Address,100,187,True,2023-05-11 10:05:08,R_3mGeEX7DiKyYYJH,anonymous,EN,P0018,,On campus,,,BKS USF Tampa Bookstore,No,Commuting to campus,Discord / Slack / WhatsApp,,5,5.1,5.8,385,160
2023-05-11 10:03:03,2023-05-11 10:08:58,IP Address,100,355,True,2023-05-11 10:08:59,R_2VIsFf8YQn8B9mX,anonymous,EN,P0014,,Off campus,Home,,,,"Shower, tik tok","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.2,4.5,4.4,518,635
2023-05-11 10:14:23,2023-05-11 10:15:08,IP Address,100,45,True,2023-05-11 10:15:09,R_2tummXKyj6zys06,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, laboratory work","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,627,479
2023-05-11 12:01:03,2023-05-11 12:01:46,IP Address,100,43,True,2023-05-11 12:01:47,R_21tV7TyuqKCkJ2g,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3,4,2.5,183,239
2023-05-11 10:15:51,2023-05-11 12:03:54,IP Address,100,6482,True,2023-05-11 12:03:55,R_2AWhEtzteK1rYgB,anonymous,EN,P0011,,Off campus,Home,,,,Talked to friend,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,5,5,5,533,634
2023-05-11 12:03:41,2023-05-11 12:04:22,IP Address,100,41,True,2023-05-11 12:04:23,R_sRawpdBvr9YKcZr,anonymous,EN,P0016,,Off campus,Home,,,,"Sleep ",None,,2,2.2,2.3,462,680
2023-05-11 12:04:27,2023-05-11 12:05:19,IP Address,100,52,True,2023-05-11 12:05:20,R_PZG4E9mPP1omGg9,anonymous,EN,P0016,,Off campus,Home,,,,"Woke up, terrible hangover ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,2.1,2,1.7,383,668
2023-05-11 12:07:15,2023-05-11 12:08:23,IP Address,100,68,True,2023-05-11 12:08:24,R_vB0Ze6L2aG3SNB7,anonymous,EN,P0014,,Off campus,Home,,,,"Breakfast, grocery store","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.1,4,4,463,668
2023-05-11 14:00:40,2023-05-11 14:01:18,IP Address,100,38,True,2023-05-11 14:01:19,R_25YkhaniC1zjiDu,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,608,458
2023-05-11 14:00:18,2023-05-11 14:02:32,IP Address,100,133,True,2023-05-11 14:02:32,R_3faMDELxFSDagFP,anonymous,EN,P0016,,Off campus,Home,,,,"Talking over call, smoking, eating ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3,1.4,2.7,354,313
2023-05-11 14:07:51,2023-05-11 14:08:31,IP Address,100,39,True,2023-05-11 14:08:31,R_2lWVKPPbLGiV0xH,anonymous,EN,P0011,,Off campus,Home,,,,Talked with family,"Discord / Slack / WhatsApp,Phone Call / FaceTime / Google Duo",,5.2,5.2,5.4,620,547
2023-05-11 14:36:26,2023-05-11 14:37:31,IP Address,100,65,True,2023-05-11 14:37:32,R_3pguUS639tCrMjV,anonymous,EN,P0014,,Off campus,Casually shopping,,,,Shopping with boyfriend,,,2.5,4.5,2.5,230,139
2023-05-11 16:00:23,2023-05-11 16:01:05,IP Address,100,42,True,2023-05-11 16:01:07,R_2Yycnpcn6TyUF8D,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Cooking and hanging out,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail",,5.7,6,6,527,635
